,id,place,lat,lon,dt,sunrise,sunset,moonrise,moonset,moon_phase,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather_id,weather_main,weather_description,weather_icon,clouds,pop,uvi,rain
98,12,Besancon,47.2380222,6.0243622,1657278000,1657252107,1657308782,1657287300,1657237080,0.3,22.19,9.57,24.9,15.34,20.67,10.67,21.51,14.5,20.12,10.22,1026,40,7.66,5.31,35,10.13,800,Clear,clear sky,01d,0,0.0,8.25,
99,12,Besancon,47.2380222,6.0243622,1657364400,1657338556,1657395151,1657378440,1657324680,0.33,25.73,11.27,27.42,17.29,23.14,15.12,25.35,16.9,23.0,14.44,1024,38,9.89,3.98,22,5.98,803,Clouds,broken clouds,04d,56,0.0,7.94,
100,12,Besancon,47.2380222,6.0243622,1657450800,1657425007,1657481517,1657469880,1657412640,0.37,24.14,12.77,25.22,14.33,21.13,15.93,23.63,13.44,20.6,15.54,1021,39,9.01,4.48,37,8.41,800,Clear,clear sky,01d,1,0.0,7.58,
101,12,Besancon,47.2380222,6.0243622,1657537200,1657511459,1657567881,1657561260,1657501140,0.41,25.33,10.61,26.51,16.7,22.36,14.41,24.68,16.02,21.93,13.53,1019,29,5.69,5.46,51,11.37,801,Clouds,few clouds,02d,14,0.0,8.0,
102,12,Besancon,47.2380222,6.0243622,1657623600,1657597913,1657654242,1657652160,1657590360,0.45,26.1,13.52,27.82,17.49,23.73,16.25,26.1,16.89,23.52,15.89,1019,40,11.16,4.26,37,7.79,802,Clouds,scattered clouds,03d,35,0.0,8.0,
103,12,Besancon,47.2380222,6.0243622,1657710000,1657684369,1657740601,1657742220,1657680540,0.5,26.62,13.34,27.83,17.34,23.74,16.86,26.62,16.59,23.5,16.4,1019,31,7.6,4.36,39,5.75,800,Clear,clear sky,01d,0,0.0,8.0,
104,13,Dijon,47.3215806,5.0414701,1657105200,1657079429,1657136295,1657105860,1657062360,0.23,23.61,12.32,24.89,14.5,22.35,13.33,23.07,13.7,21.66,12.73,1024,40,9.19,5.46,341,9.42,800,Clear,clear sky,01d,0,0.0,7.75,
105,13,Dijon,47.3215806,5.0414701,1657191600,1657165874,1657222669,1657196580,1657149780,0.25,24.47,11.61,25.05,15.65,22.55,12.99,24.12,15.12,22.3,12.17,1024,44,11.18,6.1,332,10.96,800,Clear,clear sky,01d,4,0.01,7.72,
106,13,Dijon,47.3215806,5.0414701,1657278000,1657252322,1657309039,1657287540,1657237260,0.3,22.95,10.56,25.77,15.4,23.44,11.23,22.16,14.46,22.7,10.45,1027,33,5.43,6.99,28,11.9,800,Clear,clear sky,01d,0,0.0,8.39,
107,13,Dijon,47.3215806,5.0414701,1657364400,1657338771,1657395408,1657378740,1657324920,0.33,27.45,12.76,28.24,18.73,25.5,16.56,26.8,18.23,25.15,15.73,1024,32,9.13,5.93,354,7.56,802,Clouds,scattered clouds,03d,35,0.0,8.04,
108,13,Dijon,47.3215806,5.0414701,1657450800,1657425222,1657481774,1657470120,1657412880,0.37,24.74,13.2,26.0,15.33,23.53,15.64,24.03,14.12,22.72,14.98,1022,29,5.36,6.42,27,10.67,800,Clear,clear sky,01d,4,0.0,7.83,
109,13,Dijon,47.3215806,5.0414701,1657537200,1657511675,1657568137,1657561560,1657501380,0.41,27.21,11.68,28.59,18.53,26.17,15.3,26.28,17.8,26.17,14.24,1019,22,3.83,5.61,35,8.38,800,Clear,clear sky,01d,0,0.0,8.0,
110,13,Dijon,47.3215806,5.0414701,1657623600,1657598129,1657654498,1657652400,1657590600,0.45,27.88,14.67,29.13,20.36,26.95,17.15,27.01,19.6,26.28,16.75,1019,30,8.43,5.83,21,9.92,800,Clear,clear sky,01d,8,0.0,8.0,
111,13,Dijon,47.3215806,5.0414701,1657710000,1657684585,1657740857,1657742460,1657680720,0.5,28.63,15.18,29.94,18.92,27.8,18.2,27.27,18.04,26.75,17.51,1019,23,5.34,5.42,31,8.19,800,Clear,clear sky,01d,0,0.0,8.0,
112,14,Annecy,45.8992348,6.1288847,1657105200,1657079519,1657135683,1657105620,1657062060,0.23,25.18,12.97,26.68,16.0,25.03,14.4,24.75,15.69,24.74,14.06,1022,38,8.72,2.8,359,5.16,800,Clear,clear sky,01d,0,0.0,8.3,
113,14,Annecy,45.8992348,6.1288847,1657191600,1657165962,1657222059,1657196220,1657149540,0.25,24.94,12.39,26.29,15.52,24.48,13.85,24.53,15.43,24.21,13.56,1022,40,8.92,4.37,7,6.52,800,Clear,clear sky,01d,2,0.0,8.34,
114,14,Annecy,45.8992348,6.1288847,1657278000,1657252407,1657308432,1657287120,1657237140,0.3,23.68,13.19,24.97,15.91,21.19,14.11,23.23,15.31,20.7,13.9,1023,43,8.85,4.2,6,6.94,801,Clouds,few clouds,02d,15,0.0,8.74,
115,14,Annecy,45.8992348,6.1288847,1657364400,1657338854,1657394803,1657378200,1657324860,0.33,25.39,11.77,26.57,16.24,22.81,15.33,24.92,15.88,22.5,14.8,1022,36,7.87,3.39,5,7.11,800,Clear,clear sky,01d,9,0.0,8.36,
116,14,Annecy,45.8992348,6.1288847,1657450800,1657425303,1657481171,1657469520,1657412880,0.37,25.6,13.13,25.77,15.83,21.49,16.91,25.29,15.32,21.16,16.56,1018,41,9.98,4.06,11,7.17,800,Clear,clear sky,01d,0,0.0,8.26,
117,14,Annecy,45.8992348,6.1288847,1657537200,1657511753,1657567537,1657560840,1657501440,0.41,25.14,12.15,25.87,15.4,21.62,15.54,24.65,14.67,21.17,15.13,1018,36,7.64,3.09,6,4.08,800,Clear,clear sky,01d,8,0.0,9.0,
118,14,Annecy,45.8992348,6.1288847,1657623600,1657598204,1657653901,1657651680,1657590780,0.45,25.36,12.56,26.2,16.57,22.89,16.12,24.94,16.16,22.59,15.59,1018,38,8.78,3.99,14,7.08,802,Clouds,scattered clouds,03d,34,0.07,9.0,
119,14,Annecy,45.8992348,6.1288847,1657710000,1657684657,1657740263,1657741800,1657680900,0.5,26.04,13.02,26.74,16.43,22.85,16.63,26.04,15.98,22.57,16.33,1017,36,8.6,3.45,6,5.66,800,Clear,clear sky,01d,0,0.02,9.0,
120,15,Grenoble,45.1875602,5.7357819,1657105200,1657079781,1657135610,1657105680,1657062120,0.23,26.91,14.68,28.86,16.92,26.89,16.03,26.7,16.76,26.74,15.88,1021,38,8.94,3.41,328,4.35,800,Clear,clear sky,01d,0,0.0,8.34,
121,15,Grenoble,45.1875602,5.7357819,1657191600,1657166223,1657221987,1657196280,1657149660,0.25,25.68,13.33,28.74,17.26,26.91,14.64,25.48,17.34,26.95,14.54,1022,45,10.25,5.4,352,7.97,800,Clear,clear sky,01d,1,0.0,8.43,
122,15,Grenoble,45.1875602,5.7357819,1657278000,1657252667,1657308361,1657287120,1657237260,0.3,25.69,14.6,28.46,16.28,24.02,16.22,25.39,15.82,23.65,16.33,1022,41,8.8,3.55,345,5.76,803,Clouds,broken clouds,04d,56,0.0,8.75,
123,15,Grenoble,45.1875602,5.7357819,1657364400,1657339113,1657394733,1657378200,1657325040,0.33,27.39,13.63,29.15,17.78,25.62,17.57,26.85,17.49,25.49,17.24,1021,34,7.83,3.69,357,5.94,800,Clear,clear sky,01d,10,0.0,8.24,
124,15,Grenoble,45.1875602,5.7357819,1657450800,1657425560,1657481102,1657469460,1657413120,0.37,28.14,14.87,29.16,16.78,25.28,18.64,27.59,16.58,25.14,18.39,1017,37,9.7,3.83,348,5.38,800,Clear,clear sky,01d,0,0.0,8.49,
125,15,Grenoble,45.1875602,5.7357819,1657537200,1657512009,1657567470,1657560720,1657501740,0.41,28.56,13.79,29.19,17.62,24.83,17.95,28.1,16.9,24.52,17.71,1017,39,10.99,2.97,342,2.8,802,Clouds,scattered clouds,03d,31,0.0,9.0,
126,15,Grenoble,45.1875602,5.7357819,1657623600,1657598459,1657653835,1657651560,1657591080,0.45,27.86,14.89,28.81,17.75,25.54,18.7,27.24,17.56,25.4,18.06,1017,35,8.9,4.01,358,5.84,800,Clear,clear sky,01d,0,0.08,9.0,
127,15,Grenoble,45.1875602,5.7357819,1657710000,1657684910,1657740198,1657741680,1657681260,0.5,28.19,14.57,29.33,18.18,25.66,18.3,27.5,17.86,25.48,18.12,1017,35,8.72,3.6,355,4.84,800,Clear,clear sky,01d,0,0.01,9.0,
128,16,Lyon,45.7578137,4.8320114,1657105200,1657079864,1657135961,1657105920,1657062360,0.23,24.69,15.16,26.34,18.84,25.16,15.51,24.31,18.22,24.88,14.84,1023,42,10.38,5.41,5,10.28,800,Clear,clear sky,01d,0,0.0,8.29,
129,16,Lyon,45.7578137,4.8320114,1657191600,1657166307,1657222336,1657196520,1657149900,0.25,24.36,13.81,26.88,19.34,26.18,14.21,23.82,19.13,26.18,13.44,1023,37,8.45,6.63,6,11.04,800,Clear,clear sky,01d,1,0.0,8.54,
130,16,Lyon,45.7578137,4.8320114,1657278000,1657252752,1657308710,1657287420,1657237440,0.3,23.31,14.34,26.21,19.3,23.77,14.4,22.74,18.49,23.19,13.83,1025,40,8.39,7.35,351,12.4,800,Clear,clear sky,01d,0,0.0,8.76,
131,16,Lyon,45.7578137,4.8320114,1657364400,1657339199,1657395081,1657378500,1657325160,0.33,26.79,14.03,28.13,21.0,26.31,15.94,26.41,20.57,26.31,15.16,1023,33,8.97,5.93,358,9.78,800,Clear,clear sky,01d,3,0.0,8.29,
132,16,Lyon,45.7578137,4.8320114,1657450800,1657425647,1657481449,1657469820,1657413240,0.37,25.97,17.0,26.88,20.1,24.45,18.1,25.97,19.26,23.84,17.72,1019,37,9.87,7.29,354,10.75,800,Clear,clear sky,01d,0,0.0,8.56,
133,16,Lyon,45.7578137,4.8320114,1657537200,1657512097,1657567816,1657561140,1657501800,0.41,26.41,14.57,28.78,20.14,26.13,15.86,26.41,19.41,26.13,14.94,1018,27,5.76,4.39,344,8.15,802,Clouds,scattered clouds,03d,30,0.0,9.0,
134,16,Lyon,45.7578137,4.8320114,1657623600,1657598548,1657654180,1657651980,1657591140,0.45,27.67,15.94,28.75,21.3,27.13,17.79,27.05,20.82,26.76,17.17,1018,34,10.25,5.46,358,8.47,802,Clouds,scattered clouds,03d,25,0.0,9.0,
135,16,Lyon,45.7578137,4.8320114,1657710000,1657685001,1657740542,1657742040,1657681320,0.5,28.0,17.02,29.48,21.24,27.56,18.53,27.1,20.49,26.7,17.95,1018,30,8.67,5.6,359,7.99,800,Clear,clear sky,01d,0,0.0,9.0,
136,17,Gorges du Verdon,43.7496562,6.3285616,1657105200,1657079961,1657135145,1657105560,1657061940,0.23,28.93,15.55,29.93,17.69,27.2,16.12,27.57,17.63,26.55,15.54,1017,25,6.67,5.17,208,5.7,802,Clouds,scattered clouds,03d,28,0.03,8.73,
137,17,Gorges du Verdon,43.7496562,6.3285616,1657191600,1657166401,1657221524,1657196040,1657149540,0.25,28.95,15.87,30.15,18.53,27.47,17.38,27.72,18.29,26.9,16.92,1015,28,8.82,5.8,185,5.81,800,Clear,clear sky,01d,0,0.01,8.94,
138,17,Gorges du Verdon,43.7496562,6.3285616,1657278000,1657252843,1657307900,1657286820,1657237260,0.3,28.94,16.86,29.52,18.62,25.3,18.08,28.01,17.84,24.85,17.38,1017,33,11.02,5.73,213,5.44,800,Clear,clear sky,01d,0,0.0,9.18,
139,17,Gorges du Verdon,43.7496562,6.3285616,1657364400,1657339287,1657394274,1657377780,1657325100,0.33,28.92,17.26,28.92,17.84,23.06,21.73,27.93,17.32,22.67,21.19,1017,32,10.36,5.84,178,6.62,800,Clear,clear sky,01d,5,0.0,8.95,
140,17,Gorges du Verdon,43.7496562,6.3285616,1657450800,1657425732,1657480646,1657468980,1657413240,0.37,29.09,16.07,29.4,18.18,25.16,21.15,27.89,18.09,24.88,20.57,1013,29,9.42,5.54,195,5.95,800,Clear,clear sky,01d,2,0.0,9.06,
141,17,Gorges du Verdon,43.7496562,6.3285616,1657537200,1657512178,1657567016,1657560180,1657501920,0.41,26.66,16.54,26.94,17.49,24.35,21.08,26.66,17.33,24.15,20.73,1015,47,14.2,5.08,177,4.45,500,Rain,light rain,10d,40,0.28,10.0,0.51
142,17,Gorges du Verdon,43.7496562,6.3285616,1657623600,1657598626,1657653383,1657651020,1657591320,0.45,28.52,15.13,28.52,15.28,21.03,20.12,27.39,15.4,20.96,19.62,1014,28,7.57,6.08,161,7.3,500,Rain,light rain,10d,2,0.57,10.0,3.33
143,17,Gorges du Verdon,43.7496562,6.3285616,1657710000,1657685075,1657739749,1657741140,1657681500,0.5,24.73,14.11,24.73,17.07,22.39,17.2,24.25,16.92,22.23,17.01,1014,38,9.09,3.25,160,4.69,500,Rain,light rain,10d,73,0.65,10.0,1.04
144,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657105200,1657080088,1657135018,1657105560,1657061940,0.23,28.63,21.95,29.54,23.0,27.65,21.95,28.59,23.34,28.57,21.69,1017,44,13.59,5.53,281,11.66,802,Clouds,scattered clouds,03d,34,0.0,8.63,
145,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657191600,1657166528,1657221397,1657196040,1657149600,0.25,28.44,21.03,28.84,23.85,28.23,21.49,28.57,23.78,28.26,21.47,1015,46,14.61,3.56,207,4.76,801,Clouds,few clouds,02d,15,0.0,8.88,
146,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657278000,1657252969,1657307774,1657286760,1657237260,0.3,28.46,21.19,28.46,24.51,27.46,21.42,28.88,24.45,27.8,21.18,1016,49,15.26,3.32,174,4.11,800,Clear,clear sky,01d,0,0.0,9.17,
147,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657364400,1657339412,1657394149,1657377660,1657325160,0.33,28.39,22.56,28.39,22.56,25.73,24.56,28.9,22.83,25.95,24.51,1018,50,15.97,5.78,79,6.15,800,Clear,clear sky,01d,0,0.0,8.96,
148,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657450800,1657425856,1657480522,1657468860,1657413360,0.37,28.36,20.81,28.36,22.5,25.92,23.12,29.4,22.79,26.13,23.13,1013,55,17.27,3.76,126,4.07,800,Clear,clear sky,01d,0,0.0,9.06,
149,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657537200,1657512301,1657566892,1657560060,1657502040,0.41,27.29,21.07,27.29,23.24,25.91,23.33,28.62,23.47,26.15,23.62,1015,62,18.68,6.07,88,7.42,801,Clouds,few clouds,02d,14,0.06,10.0,
150,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657623600,1657598748,1657653261,1657650840,1657591440,0.45,27.43,21.02,27.53,22.14,25.11,23.13,28.06,22.55,25.35,23.27,1014,53,16.61,3.58,145,3.63,800,Clear,clear sky,01d,1,0.22,10.0,
151,18,Bormes les Mimosas,43.1572172,6.329253867921363,1657710000,1657685196,1657739628,1657740960,1657681680,0.5,26.92,20.4,27.2,21.9,24.0,21.8,27.59,22.29,24.31,22.07,1014,54,16.25,5.14,219,4.99,500,Rain,light rain,10d,62,0.57,10.0,1.71
152,19,Cassis,43.2140359,5.5396318,1657105200,1657080266,1657135219,1657105740,1657062120,0.23,29.31,23.92,31.0,26.73,31.0,23.92,28.41,26.91,29.48,23.62,1017,34,10.42,9.32,310,11.94,803,Clouds,broken clouds,04d,78,0.0,8.1,
153,19,Cassis,43.2140359,5.5396318,1657191600,1657166706,1657221598,1657196220,1657149780,0.25,29.33,22.64,31.4,26.65,30.95,22.64,28.67,26.65,29.68,22.32,1015,37,11.98,11.61,318,14.65,800,Clear,clear sky,01d,8,0.0,8.81,
154,19,Cassis,43.2140359,5.5396318,1657278000,1657253147,1657307975,1657286940,1657237500,0.3,28.58,22.98,29.02,26.17,28.05,22.99,28.53,26.17,27.92,22.81,1017,44,14.23,8.03,330,11.41,800,Clear,clear sky,01d,0,0.0,9.17,
155,19,Cassis,43.2140359,5.5396318,1657364400,1657339589,1657394350,1657377900,1657325340,0.33,28.41,24.7,28.41,25.04,26.3,25.59,28.45,25.24,26.3,25.46,1018,45,14.33,3.83,169,3.82,800,Clear,clear sky,01d,0,0.0,8.91,
156,19,Cassis,43.2140359,5.5396318,1657450800,1657426034,1657480723,1657469040,1657413540,0.37,28.63,23.69,28.92,26.28,27.59,24.76,28.32,26.28,28.0,24.7,1013,41,13.1,3.55,172,4.14,800,Clear,clear sky,01d,0,0.0,9.0,
157,19,Cassis,43.2140359,5.5396318,1657537200,1657512479,1657567094,1657560240,1657502280,0.41,27.23,24.04,27.33,24.31,25.49,25.03,28.62,24.68,25.87,25.16,1015,63,18.64,5.62,164,5.62,800,Clear,clear sky,01d,3,0.0,9.0,
158,19,Cassis,43.2140359,5.5396318,1657623600,1657598926,1657653462,1657651020,1657591620,0.45,30.44,23.28,30.44,26.73,29.41,24.47,29.53,27.17,29.03,24.57,1013,34,10.99,8.38,274,10.94,800,Clear,clear sky,01d,1,0.01,9.0,
159,19,Cassis,43.2140359,5.5396318,1657710000,1657685374,1657739829,1657741200,1657681860,0.5,25.98,23.52,26.78,25.1,25.67,23.85,25.98,25.26,25.91,24.2,1015,63,17.75,3.64,214,4.62,500,Rain,light rain,10d,44,0.28,9.0,0.4
160,20,Marseille,43.2961743,5.3699525,1657105200,1657080289,1657135277,1657105800,1657062180,0.23,29.12,23.39,31.05,26.8,30.88,23.39,28.16,26.86,29.37,23.06,1018,33,10.35,10.16,327,13.74,803,Clouds,broken clouds,04d,80,0.0,7.61,
161,20,Marseille,43.2961743,5.3699525,1657191600,1657166729,1657221656,1657196280,1657149780,0.25,28.87,22.07,31.3,26.75,30.52,22.07,28.23,26.93,29.25,21.69,1016,37,11.94,13.01,324,16.87,800,Clear,clear sky,01d,5,0.0,8.69,
162,20,Marseille,43.2961743,5.3699525,1657278000,1657253170,1657308033,1657287000,1657237500,0.3,28.56,22.03,29.44,26.77,28.56,22.03,28.42,26.99,28.42,21.88,1017,43,13.85,10.53,333,14.94,800,Clear,clear sky,01d,0,0.0,9.06,
163,20,Marseille,43.2961743,5.3699525,1657364400,1657339613,1657394408,1657377960,1657325340,0.33,29.23,25.08,29.23,26.42,27.42,25.28,28.75,26.42,28.13,25.06,1018,39,12.93,4.87,176,5.0,800,Clear,clear sky,01d,0,0.0,8.81,
164,20,Marseille,43.2961743,5.3699525,1657450800,1657426057,1657480781,1657469100,1657413540,0.37,29.35,24.22,29.91,26.77,28.78,24.51,28.87,26.79,28.75,24.37,1013,39,13.17,5.74,330,7.86,800,Clear,clear sky,01d,0,0.0,8.91,
165,20,Marseille,43.2961743,5.3699525,1657537200,1657512503,1657567151,1657560300,1657502280,0.41,27.29,24.45,27.29,24.8,25.66,24.83,28.21,25.24,26.14,24.91,1015,57,17.22,5.82,168,6.2,800,Clear,clear sky,01d,3,0.0,9.0,
166,20,Marseille,43.2961743,5.3699525,1657623600,1657598950,1657653520,1657651140,1657591680,0.45,30.51,23.85,30.51,27.34,29.66,24.12,29.51,27.54,29.1,24.1,1013,33,10.9,7.7,285,11.76,800,Clear,clear sky,01d,1,0.0,9.0,
167,20,Marseille,43.2961743,5.3699525,1657710000,1657685398,1657739886,1657741260,1657681920,0.5,26.3,24.0,27.29,26.65,27.29,24.0,26.3,26.65,27.91,24.31,1015,60,17.22,4.1,210,5.77,500,Rain,light rain,10d,19,0.26,9.0,0.19
168,21,Aix en Provence,43.5298424,5.4474738,1657105200,1657080220,1657135309,1657105800,1657062180,0.23,31.34,20.98,32.83,25.1,31.69,21.03,29.38,24.61,29.58,20.39,1017,20,5.62,7.98,311,9.1,803,Clouds,broken clouds,04d,62,0.0,8.2,
169,21,Aix en Provence,43.5298424,5.4474738,1657191600,1657166660,1657221688,1657196280,1657149780,0.25,31.23,20.34,33.72,25.44,31.79,20.38,29.56,25.06,29.78,19.75,1015,25,8.6,8.85,323,11.43,800,Clear,clear sky,01d,0,0.0,8.67,
170,21,Aix en Provence,43.5298424,5.4474738,1657278000,1657253102,1657308064,1657287000,1657237500,0.3,31.84,20.04,32.55,26.45,30.34,20.08,30.24,26.45,28.8,19.66,1016,26,9.97,5.42,341,11.04,800,Clear,clear sky,01d,0,0.0,8.96,
171,21,Aix en Provence,43.5298424,5.4474738,1657364400,1657339545,1657394439,1657377960,1657325340,0.33,32.93,22.32,32.93,26.3,29.99,23.81,30.94,26.3,28.67,23.19,1017,21,7.75,5.53,220,5.81,800,Clear,clear sky,01d,0,0.0,8.63,
172,21,Aix en Provence,43.5298424,5.4474738,1657450800,1657425990,1657480811,1657469160,1657413480,0.37,33.09,21.61,33.73,26.02,30.99,23.06,31.28,26.02,29.4,22.47,1012,23,8.77,6.46,302,7.37,800,Clear,clear sky,01d,0,0.0,8.81,
173,21,Aix en Provence,43.5298424,5.4474738,1657537200,1657512436,1657567181,1657560360,1657502220,0.41,31.43,22.03,31.43,24.21,27.61,23.51,30.4,24.38,28.27,23.3,1014,32,12.43,6.14,234,4.42,800,Clear,clear sky,01d,8,0.0,9.0,
174,21,Aix en Provence,43.5298424,5.4474738,1657623600,1657598883,1657653549,1657651140,1657591560,0.45,33.05,21.72,33.33,25.67,30.5,22.75,30.76,25.36,28.83,22.57,1013,16,3.96,8.49,306,11.55,800,Clear,clear sky,01d,1,0.0,9.0,
175,21,Aix en Provence,43.5298424,5.4474738,1657710000,1657685332,1657739915,1657741320,1657681800,0.5,29.62,21.15,31.1,26.48,31.1,22.29,29.26,26.48,29.31,22.38,1014,40,14.13,6.29,302,6.81,500,Rain,light rain,10d,12,0.27,9.0,0.27
176,22,Avignon,43.9492493,4.8059012,1657105200,1657080283,1657135554,1657105920,1657062300,0.23,30.91,20.16,32.55,24.44,30.65,20.16,29.0,23.98,28.91,19.51,1019,20,5.25,11.06,350,16.59,803,Clouds,broken clouds,04d,52,0.0,8.4,
177,22,Avignon,43.9492493,4.8059012,1657191600,1657166724,1657221932,1657196460,1657149960,0.25,29.7,18.93,31.83,24.23,30.23,18.93,28.1,23.96,28.82,18.13,1017,23,6.31,14.0,350,21.08,800,Clear,clear sky,01d,0,0.0,8.69,
178,22,Avignon,43.9492493,4.8059012,1657278000,1657253166,1657308308,1657287240,1657237620,0.3,29.28,18.19,32.76,24.01,29.07,18.19,27.94,23.35,27.64,17.66,1018,27,7.99,13.85,352,21.24,800,Clear,clear sky,01d,0,0.0,8.95,
179,22,Avignon,43.9492493,4.8059012,1657364400,1657339610,1657394682,1657378200,1657325400,0.33,32.19,19.67,33.57,26.29,30.42,20.68,30.06,26.29,28.81,19.95,1018,18,4.88,11.12,349,15.78,800,Clear,clear sky,01d,0,0.0,8.73,
180,22,Avignon,43.9492493,4.8059012,1657450800,1657426055,1657481054,1657469400,1657413600,0.37,32.3,21.56,32.96,24.54,29.47,21.78,30.46,23.89,28.05,21.32,1013,23,8.52,11.74,348,16.08,800,Clear,clear sky,01d,0,0.0,8.92,
181,22,Avignon,43.9492493,4.8059012,1657537200,1657512502,1657567423,1657560600,1657502280,0.41,33.39,19.92,34.5,24.13,31.58,20.9,31.5,23.64,29.59,20.17,1014,22,8.66,9.31,355,14.63,802,Clouds,scattered clouds,03d,30,0.0,9.0,
182,22,Avignon,43.9492493,4.8059012,1657623600,1657598950,1657653791,1657651440,1657591620,0.45,32.81,19.01,33.57,26.95,31.02,21.63,30.75,26.47,29.3,20.89,1014,20,6.61,9.89,354,14.62,800,Clear,clear sky,01d,1,0.0,9.0,
183,22,Avignon,43.9492493,4.8059012,1657710000,1657685399,1657740156,1657741560,1657681860,0.5,32.9,21.24,33.72,26.71,31.72,22.27,30.67,26.07,29.67,21.7,1014,17,4.82,9.76,355,14.25,800,Clear,clear sky,01d,0,0.0,9.0,
184,23,Uzes,44.0121279,4.4196718,1657105200,1657080362,1657135661,1657106040,1657062420,0.23,31.11,17.8,32.85,23.42,30.24,18.1,29.14,22.91,28.6,17.43,1019,19,4.63,9.86,22,15.04,801,Clouds,few clouds,02d,11,0.0,8.97,
185,23,Uzes,44.0121279,4.4196718,1657191600,1657166803,1657222039,1657196580,1657150020,0.25,29.87,16.38,31.65,23.77,29.95,16.64,28.11,23.46,28.57,15.87,1018,19,3.55,11.53,8,17.55,800,Clear,clear sky,01d,0,0.0,9.07,
186,23,Uzes,44.0121279,4.4196718,1657278000,1657253245,1657308415,1657287360,1657237680,0.3,28.23,19.12,30.25,22.19,27.1,19.12,27.02,21.35,26.37,18.47,1019,24,5.49,12.95,13,18.59,800,Clear,clear sky,01d,1,0.0,9.38,
187,23,Uzes,44.0121279,4.4196718,1657364400,1657339689,1657394788,1657378320,1657325520,0.33,31.74,17.15,32.77,23.89,29.57,19.36,29.59,23.3,28.08,18.47,1018,16,3.22,10.0,14,16.13,800,Clear,clear sky,01d,0,0.0,9.11,
188,23,Uzes,44.0121279,4.4196718,1657450800,1657426134,1657481160,1657469520,1657413660,0.37,31.51,20.58,32.25,22.91,28.41,23.07,29.58,22.14,27.15,22.56,1015,21,6.89,11.4,14,16.33,800,Clear,clear sky,01d,0,0.0,9.42,
189,23,Uzes,44.0121279,4.4196718,1657537200,1657512581,1657567529,1657560720,1657502340,0.41,32.25,17.85,33.71,21.92,31.06,19.45,30.21,21.26,29.06,18.6,1014,20,6.58,7.94,16,14.32,802,Clouds,scattered clouds,03d,33,0.0,10.0,
190,23,Uzes,44.0121279,4.4196718,1657623600,1657599029,1657653897,1657651560,1657591680,0.45,33.05,17.91,33.72,25.56,30.2,21.17,30.86,25.06,28.62,20.31,1014,18,6.03,8.4,18,14.16,800,Clear,clear sky,01d,0,0.0,10.0,
191,23,Uzes,44.0121279,4.4196718,1657710000,1657685479,1657740262,1657741680,1657681920,0.5,32.83,19.01,33.47,23.39,30.83,21.24,30.56,22.62,28.9,20.57,1015,16,3.61,9.87,16,13.24,800,Clear,clear sky,01d,0,0.0,10.0,
192,24,Nimes,43.8374249,4.3600687,1657105200,1657080415,1657135637,1657106040,1657062420,0.23,32.07,19.93,34.28,24.81,31.85,19.95,29.91,24.36,29.89,19.33,1019,17,4.35,9.68,25,14.75,802,Clouds,scattered clouds,03d,49,0.0,8.56,
193,24,Nimes,43.8374249,4.3600687,1657191600,1657166855,1657222015,1657196580,1657150020,0.25,30.95,18.47,32.94,25.17,31.3,18.56,28.94,24.89,29.63,17.83,1018,17,3.1,10.61,5,16.19,800,Clear,clear sky,01d,0,0.0,8.79,
194,24,Nimes,43.8374249,4.3600687,1657278000,1657253297,1657308391,1657287360,1657237740,0.3,29.46,20.37,31.43,23.35,28.27,20.37,27.84,22.58,27.08,19.77,1019,21,5.06,11.71,12,18.28,800,Clear,clear sky,01d,0,0.0,9.01,
195,24,Nimes,43.8374249,4.3600687,1657364400,1657339741,1657394765,1657378320,1657325520,0.33,32.84,18.97,34.1,25.24,31.04,20.51,30.54,24.71,29.2,19.66,1018,15,2.81,9.25,16,15.86,800,Clear,clear sky,01d,0,0.0,8.94,
196,24,Nimes,43.8374249,4.3600687,1657450800,1657426186,1657481137,1657469460,1657413720,0.37,32.61,22.28,33.48,24.35,29.88,24.15,30.56,23.65,28.21,23.67,1014,20,6.76,10.82,10,15.74,800,Clear,clear sky,01d,0,0.0,9.15,
197,24,Nimes,43.8374249,4.3600687,1657537200,1657512632,1657567507,1657560720,1657502400,0.41,33.12,19.75,34.8,22.61,29.25,20.89,30.99,22.62,28.51,20.11,1014,19,6.58,7.38,16,14.68,802,Clouds,scattered clouds,03d,28,0.0,10.0,
198,24,Nimes,43.8374249,4.3600687,1657623600,1657599080,1657653874,1657651500,1657591740,0.45,34.17,19.64,35.07,26.62,31.39,22.33,31.89,26.62,29.58,21.48,1014,17,5.74,7.43,13,12.99,800,Clear,clear sky,01d,0,0.0,10.0,
