,id,city,lat,lon,dt,sunrise,sunset,moonrise,moonset,moon_phase,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather_id,weather_main,weather_description,weather_icon,clouds,pop,uvi,rain
103,12,Besancon,47.2380222,6.0243622,1664276400,1664256538,1664299493,1664262000,1664302320,0.05,13.08,9.38,13.08,9.38,10.07,11.17,12.77,8.89,9.67,10.77,1006,89,10.79,5.46,228,11.49,500,Rain,light rain,10d,100,1.0,1.0,6.96
104,13,Dijon,47.3215806,5.0414701,1663671600,1663651418,1663695790,1663628400,1663688880,0.83,15.18,6.33,18.29,9.75,15.54,6.33,14.19,8.18,14.43,4.3,1023,55,6.21,4.87,29,7.96,800,Clear,clear sky,01d,0,0.0,3.98,
105,13,Dijon,47.3215806,5.0414701,1663758000,1663737897,1663782066,1663718580,1663777200,0.86,16.92,6.76,18.3,9.29,15.22,6.76,15.66,7.62,14.02,4.61,1022,38,2.43,4.72,45,7.27,803,Clouds,broken clouds,04d,72,0.0,4.04,
106,13,Dijon,47.3215806,5.0414701,1663844400,1663824376,1663868343,1663809000,1663865100,0.89,17.1,5.8,19.59,10.09,16.02,5.8,15.96,8.93,14.93,3.63,1020,42,3.8,3.22,61,6.17,800,Clear,clear sky,01d,2,0.0,3.94,
107,13,Dijon,47.3215806,5.0414701,1663930800,1663910856,1663954620,1663899540,1663952820,0.92,21.46,7.44,22.04,13.56,16.2,7.44,20.71,12.62,15.34,7.44,1016,40,6.99,3.63,231,4.8,803,Clouds,broken clouds,04d,64,0.0,3.87,
108,13,Dijon,47.3215806,5.0414701,1664017200,1663997335,1664040897,1663990200,1664040300,0.95,20.13,10.88,20.13,14.18,14.1,10.88,19.71,14.11,13.92,10.16,1015,58,11.24,5.77,175,6.04,500,Rain,light rain,10d,58,0.97,0.57,5.1
109,13,Dijon,47.3215806,5.0414701,1664103600,1664083815,1664127174,1664080800,1664127720,0.98,14.02,12.22,14.93,12.22,13.79,12.96,13.93,11.98,13.63,12.9,1012,94,12.85,1.75,116,2.56,501,Rain,moderate rain,10d,100,0.98,1.0,14.7
110,13,Dijon,47.3215806,5.0414701,1664190000,1664170295,1664213451,1664171520,1664215080,0.0,19.55,9.79,19.55,12.97,13.61,9.79,19.08,12.7,13.38,9.02,1007,58,10.92,3.61,224,9.35,500,Rain,light rain,10d,29,1.0,1.0,3.49
111,13,Dijon,47.3215806,5.0414701,1664276400,1664256775,1664299728,1664262300,1664302560,0.05,13.74,9.0,14.48,9.0,10.04,10.73,13.23,6.98,9.42,10.26,1005,79,9.87,6.32,230,11.4,500,Rain,light rain,10d,95,1.0,1.0,4.22
112,14,Annecy,45.8992348,6.1288847,1663671600,1663651178,1663695507,1663628580,1663688220,0.83,15.75,5.5,18.1,8.72,13.93,5.5,14.84,8.03,12.95,5.5,1021,56,7.0,3.16,1,4.6,801,Clouds,few clouds,02d,17,0.0,4.27,
113,14,Annecy,45.8992348,6.1288847,1663758000,1663737653,1663781789,1663718700,1663776600,0.86,16.69,6.18,17.98,8.22,13.17,6.18,15.69,8.22,12.19,5.39,1020,49,4.56,2.6,347,3.57,801,Clouds,few clouds,02d,13,0.0,4.32,
114,14,Annecy,45.8992348,6.1288847,1663844400,1663824127,1663868071,1663809060,1663864560,0.89,18.96,6.23,20.41,9.84,14.67,6.23,18.03,9.56,13.76,6.23,1019,43,4.83,1.47,313,1.43,800,Clear,clear sky,01d,0,0.0,4.26,
115,14,Annecy,45.8992348,6.1288847,1663930800,1663910601,1663954352,1663899540,1663952340,0.92,21.89,8.44,21.89,13.25,14.97,8.9,21.26,12.88,14.61,8.9,1016,43,7.43,2.11,252,3.07,801,Clouds,few clouds,02d,12,0.0,4.31,
116,14,Annecy,45.8992348,6.1288847,1664017200,1663997076,1664040634,1663990080,1664039940,0.95,14.35,10.88,15.55,10.88,12.25,12.94,14.3,10.45,11.99,12.64,1017,94,11.78,1.57,218,2.5,500,Rain,light rain,10d,100,1.0,1.74,1.96
117,14,Annecy,45.8992348,6.1288847,1664103600,1664083551,1664126916,1664080620,1664127420,0.98,14.95,10.29,14.95,10.53,12.34,10.62,14.67,10.17,12.19,10.09,1011,83,10.32,1.59,111,2.33,501,Rain,moderate rain,10d,100,1.0,2.0,9.53
118,14,Annecy,45.8992348,6.1288847,1664190000,1664170026,1664213198,1664171220,1664214900,0.0,20.24,8.88,20.24,11.76,12.8,9.56,19.68,11.55,12.54,9.56,1007,52,8.77,1.8,257,2.54,500,Rain,light rain,10d,100,0.99,2.0,2.55
119,14,Annecy,45.8992348,6.1288847,1664276400,1664256501,1664299480,1664261940,1664302440,0.05,14.85,10.0,14.85,10.0,10.1,10.02,14.3,10.0,9.65,9.61,1007,73,8.61,2.72,225,5.17,500,Rain,light rain,10d,75,1.0,2.0,10.13
120,15,Grenoble,45.1875602,5.7357819,1663671600,1663651283,1663695591,1663628880,1663688100,0.83,16.77,7.34,20.05,10.31,16.01,7.34,16.3,9.54,15.26,7.34,1020,69,11.06,3.45,344,4.49,800,Clear,clear sky,01d,0,0.0,4.38,
121,15,Grenoble,45.1875602,5.7357819,1663758000,1663737755,1663781875,1663718940,1663776480,0.86,19.53,7.68,21.21,10.78,16.28,7.68,18.77,9.98,15.58,7.68,1019,47,5.45,2.33,337,2.2,800,Clear,clear sky,01d,1,0.0,4.31,
122,15,Grenoble,45.1875602,5.7357819,1663844400,1663824227,1663868159,1663809300,1663864560,0.89,22.43,9.46,23.28,12.53,17.71,9.46,21.72,11.82,17.13,9.18,1019,38,4.98,2.02,312,1.76,800,Clear,clear sky,01d,6,0.0,4.39,
123,15,Grenoble,45.1875602,5.7357819,1663930800,1663910699,1663954443,1663899720,1663952340,0.92,24.88,11.13,24.88,14.62,16.97,11.56,24.55,14.28,16.71,10.83,1016,43,8.88,1.86,203,2.66,801,Clouds,few clouds,02d,16,0.0,4.4,
124,15,Grenoble,45.1875602,5.7357819,1664017200,1663997171,1664040727,1663990260,1664039940,0.95,15.9,12.69,18.92,12.69,14.22,14.63,15.97,12.44,14.05,14.39,1017,93,11.91,1.9,185,2.78,500,Rain,light rain,10d,100,1.0,1.51,2.34
125,15,Grenoble,45.1875602,5.7357819,1664103600,1664083644,1664127011,1664080740,1664127480,0.98,15.84,12.58,15.84,13.41,14.0,13.34,15.73,13.26,13.99,12.84,1011,86,10.7,1.83,127,2.22,501,Rain,moderate rain,10d,100,1.0,2.0,11.25
126,15,Grenoble,45.1875602,5.7357819,1664190000,1664170116,1664213296,1664171340,1664215020,0.0,22.74,11.64,22.74,13.07,14.42,12.01,22.4,12.97,14.37,11.64,1007,51,9.26,1.59,280,1.8,500,Rain,light rain,10d,84,1.0,2.0,4.64
127,15,Grenoble,45.1875602,5.7357819,1664276400,1664256589,1664299580,1664262000,1664302560,0.05,17.6,11.29,17.6,11.4,12.14,11.29,17.27,11.13,11.79,11.03,1008,71,9.46,1.55,281,2.59,500,Rain,light rain,10d,54,0.89,2.0,8.84
128,16,Lyon,45.7578137,4.8320114,1663671600,1663651492,1663695816,1663628940,1663688520,0.83,15.95,8.11,19.21,12.93,17.19,8.11,14.93,11.82,16.14,7.21,1022,51,5.83,4.88,358,9.54,800,Clear,clear sky,01d,0,0.0,4.33,
129,16,Lyon,45.7578137,4.8320114,1663758000,1663737966,1663782098,1663719000,1663776840,0.86,17.27,8.85,19.7,12.59,17.51,8.85,16.15,11.29,16.39,8.12,1021,42,3.92,3.35,4,7.48,800,Clear,clear sky,01d,1,0.0,4.3,
130,16,Lyon,45.7578137,4.8320114,1663844400,1663824440,1663868380,1663809420,1663864860,0.89,18.79,8.96,21.63,14.84,19.17,8.96,17.74,13.76,18.21,8.96,1020,39,4.1,1.53,67,1.52,802,Clouds,scattered clouds,03d,49,0.0,4.37,
131,16,Lyon,45.7578137,4.8320114,1663930800,1663910914,1663954662,1663899840,1663952640,0.92,24.52,12.1,24.52,17.08,19.13,12.1,24.07,16.83,18.82,11.64,1016,40,9.52,5.45,155,6.7,803,Clouds,broken clouds,04d,57,0.0,4.29,
132,16,Lyon,45.7578137,4.8320114,1664017200,1663997388,1664040945,1663990440,1664040240,0.95,20.58,14.59,21.6,15.76,17.14,14.59,20.26,15.48,16.84,14.59,1015,60,12.05,4.47,173,7.69,500,Rain,light rain,10d,95,0.98,0.38,5.35
133,16,Lyon,45.7578137,4.8320114,1664103600,1664083862,1664127227,1664080920,1664127720,0.98,14.25,12.33,14.8,12.33,13.91,14.31,14.21,12.13,13.81,14.04,1012,95,12.94,1.74,40,3.2,501,Rain,moderate rain,10d,100,1.0,1.0,16.94
134,16,Lyon,45.7578137,4.8320114,1664190000,1664170337,1664213509,1664171520,1664215200,0.0,19.75,11.3,20.67,13.61,15.19,12.25,19.43,13.38,15.09,11.96,1008,63,11.91,2.02,329,4.12,500,Rain,light rain,10d,70,1.0,1.0,2.19
135,16,Lyon,45.7578137,4.8320114,1664276400,1664256811,1664299792,1664262240,1664302740,0.05,13.91,10.52,16.65,10.52,12.3,12.2,13.52,9.9,11.67,11.72,1008,83,10.55,4.57,241,9.12,500,Rain,light rain,10d,70,1.0,1.0,3.67
136,17,Gorges du Verdon,43.7496562,6.3285616,1663671600,1663651161,1663695429,1663629120,1663687620,0.83,20.64,11.15,21.36,11.92,16.72,11.15,19.91,11.57,16.2,10.38,1015,44,7.97,3.59,210,4.23,800,Clear,clear sky,01d,0,0.0,4.75,
137,17,Gorges du Verdon,43.7496562,6.3285616,1663758000,1663737628,1663781717,1663719180,1663776060,0.86,19.33,10.46,19.46,13.06,13.62,10.46,18.49,12.43,13.0,9.68,1018,45,6.95,4.43,152,4.23,500,Rain,light rain,10d,81,0.2,4.77,0.11
138,17,Gorges du Verdon,43.7496562,6.3285616,1663844400,1663824096,1663868006,1663809480,1663864140,0.89,15.78,11.31,15.82,12.25,13.43,11.31,15.06,11.7,12.84,10.79,1020,63,8.25,1.81,192,2.43,500,Rain,light rain,10d,51,0.49,4.06,0.94
139,17,Gorges du Verdon,43.7496562,6.3285616,1663930800,1663910563,1663954295,1663899840,1663952040,0.92,16.11,10.37,16.11,10.37,12.09,12.15,15.37,9.71,11.39,11.69,1019,61,8.3,2.04,186,2.52,500,Rain,light rain,10d,51,0.2,4.17,0.64
140,17,Gorges du Verdon,43.7496562,6.3285616,1664017200,1663997031,1664040583,1663990260,1664039700,0.95,12.27,11.23,12.64,11.23,11.7,11.66,11.93,10.71,11.28,10.97,1018,91,10.69,1.97,75,2.53,500,Rain,light rain,10d,100,0.99,2.24,1.44
141,17,Gorges du Verdon,43.7496562,6.3285616,1664103600,1664083499,1664126872,1664080680,1664127300,0.98,11.57,10.52,12.12,11.53,10.98,10.52,11.24,11.06,10.59,10.03,1011,94,10.47,1.96,83,2.88,501,Rain,moderate rain,10d,100,1.0,3.0,11.87
142,17,Gorges du Verdon,43.7496562,6.3285616,1664190000,1664169967,1664213161,1664171160,1664214900,0.0,17.38,10.5,17.38,11.28,11.92,10.91,17.0,10.94,11.7,10.38,1007,70,11.73,1.93,187,1.93,500,Rain,light rain,10d,100,0.85,3.0,5.13
143,17,Gorges du Verdon,43.7496562,6.3285616,1664276400,1664256435,1664299450,1664261760,1664302560,0.05,17.49,8.64,17.49,8.64,11.16,10.83,16.52,6.37,10.29,10.42,1007,47,5.85,7.31,283,12.13,802,Clouds,scattered clouds,03d,29,0.23,3.0,
144,18,Bormes les Mimosas,43.1506968,6.3419285,1663671600,1663651166,1663695418,1663629300,1663687440,0.83,23.97,17.24,24.15,18.78,20.99,17.24,23.75,18.7,20.92,17.0,1015,51,13.22,3.47,162,3.94,800,Clear,clear sky,01d,0,0.0,4.79,
145,18,Bormes les Mimosas,43.1506968,6.3419285,1663758000,1663737631,1663781708,1663719300,1663775940,0.86,22.74,16.73,22.77,19.7,20.47,16.73,22.38,19.37,20.19,16.6,1017,50,11.55,7.82,96,8.18,802,Clouds,scattered clouds,03d,26,0.0,4.68,
146,18,Bormes les Mimosas,43.1506968,6.3419285,1663844400,1663824097,1663867998,1663809600,1663864020,0.89,20.35,17.6,20.77,18.12,19.2,18.31,19.88,17.63,18.74,18.0,1019,55,11.01,5.31,78,6.84,803,Clouds,broken clouds,04d,59,0.39,2.65,
147,18,Bormes les Mimosas,43.1506968,6.3419285,1663930800,1663910562,1663954289,1663899900,1663951920,0.92,21.54,17.46,21.54,18.23,19.13,17.46,21.0,17.83,18.67,17.04,1019,48,10.0,3.5,152,2.88,800,Clear,clear sky,01d,10,0.0,3.59,
148,18,Bormes les Mimosas,43.1506968,6.3419285,1664017200,1663997028,1664040580,1663990320,1664039640,0.95,18.94,17.31,18.94,18.09,18.06,17.67,18.77,18.07,17.96,17.4,1017,72,13.73,5.51,75,7.99,500,Rain,light rain,10d,100,0.73,2.74,2.28
149,18,Bormes les Mimosas,43.1506968,6.3419285,1664103600,1664083494,1664126870,1664080680,1664127300,0.98,17.86,16.77,17.86,16.85,16.77,17.19,17.87,16.76,16.72,17.21,1011,83,14.85,9.49,70,13.42,501,Rain,moderate rain,10d,100,1.0,3.0,12.38
150,18,Bormes les Mimosas,43.1506968,6.3419285,1664190000,1664169960,1664213161,1664171160,1664214900,0.0,18.87,16.56,19.56,17.89,18.03,16.56,18.93,17.9,18.03,16.54,1008,81,15.4,4.83,55,6.4,501,Rain,moderate rain,10d,100,1.0,3.0,7.15
151,18,Bormes les Mimosas,43.1506968,6.3419285,1664276400,1664256427,1664299452,1664261700,1664302560,0.05,22.41,17.28,22.41,17.81,19.2,17.28,21.83,17.32,18.72,17.15,1007,43,8.41,9.36,285,15.82,803,Clouds,broken clouds,04d,60,0.04,3.0,
152,19,Cassis,43.2140359,5.5396318,1663671600,1663651358,1663695611,1663629480,1663687680,0.83,22.84,18.72,23.87,21.17,23.15,18.72,22.17,20.47,22.54,18.08,1015,38,7.79,4.1,286,4.29,800,Clear,clear sky,01d,0,0.0,4.75,
153,19,Cassis,43.2140359,5.5396318,1663758000,1663737823,1663781901,1663719480,1663776120,0.86,23.15,18.57,23.87,21.13,22.12,18.57,22.93,20.81,21.95,17.92,1017,54,12.81,7.95,137,7.82,801,Clouds,few clouds,02d,19,0.14,4.79,
154,19,Cassis,43.2140359,5.5396318,1663844400,1663824289,1663868191,1663809780,1663864260,0.89,20.81,19.43,21.34,19.43,20.28,19.7,20.57,19.15,19.96,19.4,1020,62,12.87,3.79,156,4.07,500,Rain,light rain,10d,69,0.39,4.08,0.61
155,19,Cassis,43.2140359,5.5396318,1663930800,1663910755,1663954482,1663900080,1663952160,0.92,21.59,18.39,21.72,20.46,20.76,18.39,21.19,20.02,20.3,18.06,1019,53,11.3,2.93,188,2.5,800,Clear,clear sky,01d,8,0.0,4.65,
156,19,Cassis,43.2140359,5.5396318,1664017200,1663997221,1664040772,1663990500,1664039880,0.95,18.98,18.09,19.92,19.44,19.28,18.09,18.89,19.35,19.09,18.04,1016,75,13.99,6.24,100,10.42,501,Rain,moderate rain,10d,100,0.99,1.74,6.87
157,19,Cassis,43.2140359,5.5396318,1664103600,1664083687,1664127062,1664080920,1664127480,0.98,18.26,17.39,19.11,17.39,17.62,18.73,18.36,17.25,17.58,18.83,1010,85,15.15,9.01,91,13.63,501,Rain,moderate rain,10d,100,1.0,2.0,14.51
158,19,Cassis,43.2140359,5.5396318,1664190000,1664170153,1664213353,1664171400,1664215080,0.0,20.28,17.33,20.6,19.46,20.2,17.33,20.3,19.47,20.21,17.21,1008,74,14.89,3.22,270,3.66,500,Rain,light rain,10d,95,1.0,2.0,7.79
159,19,Cassis,43.2140359,5.5396318,1664276400,1664256620,1664299644,1664261940,1664302740,0.05,21.02,18.18,21.5,18.4,19.31,18.18,20.4,17.91,19.02,18.17,1008,47,8.65,9.02,287,14.1,500,Rain,light rain,10d,19,0.2,2.0,0.25
160,20,Marseille,43.2961743,5.3699525,1663671600,1663651397,1663695653,1663629480,1663687740,0.83,22.25,17.94,24.06,20.61,23.21,17.94,21.52,19.9,22.58,17.2,1016,38,7.27,5.19,302,6.43,800,Clear,clear sky,01d,0,0.0,4.67,
161,20,Marseille,43.2961743,5.3699525,1663758000,1663737863,1663781943,1663719540,1663776180,0.86,22.62,18.24,23.59,21.62,22.25,18.24,22.45,21.35,22.15,17.48,1017,58,13.47,7.18,151,7.54,801,Clouds,few clouds,02d,16,0.18,4.65,
162,20,Marseille,43.2961743,5.3699525,1663844400,1663824329,1663868232,1663809780,1663864320,0.89,21.11,19.89,21.51,20.16,20.77,20.06,20.87,19.88,20.44,19.77,1020,61,12.9,3.64,162,3.55,500,Rain,light rain,10d,46,0.37,3.99,0.46
163,20,Marseille,43.2961743,5.3699525,1663930800,1663910795,1663954522,1663900140,1663952220,0.92,21.77,19.01,21.91,21.0,21.23,19.01,21.44,20.59,20.77,18.72,1019,55,12.02,3.27,189,2.76,801,Clouds,few clouds,02d,11,0.0,4.75,
164,20,Marseille,43.2961743,5.3699525,1664017200,1663997261,1664040813,1663990560,1664039940,0.95,19.06,18.11,20.6,19.63,19.65,18.17,18.98,19.55,19.45,18.13,1017,75,14.06,6.34,103,9.79,501,Rain,moderate rain,10d,100,1.0,0.91,7.54
165,20,Marseille,43.2961743,5.3699525,1664103600,1664083728,1664127103,1664080920,1664127540,0.98,18.46,17.96,19.33,17.99,17.96,19.1,18.53,17.86,17.9,19.18,1010,83,15.15,8.66,97,12.95,501,Rain,moderate rain,10d,100,1.0,1.0,14.52
166,20,Marseille,43.2961743,5.3699525,1664190000,1664170195,1664213393,1664171400,1664215140,0.0,20.28,17.74,21.05,19.77,20.32,17.74,20.24,19.73,20.29,17.61,1008,72,14.57,3.81,286,3.66,500,Rain,light rain,10d,87,0.98,1.0,6.01
167,20,Marseille,43.2961743,5.3699525,1664276400,1664256661,1664299684,1664261940,1664302800,0.05,21.08,17.86,21.47,18.6,19.58,17.86,20.47,18.06,19.26,17.84,1008,47,8.85,8.93,289,13.85,500,Rain,light rain,10d,14,0.21,1.0,0.24
168,21,Aix en Provence,43.5298424,5.4474738,1663671600,1663651376,1663695637,1663629420,1663687740,0.83,21.59,14.34,24.77,18.19,22.56,14.34,20.93,17.14,21.63,13.24,1015,43,8.49,4.3,287,3.81,800,Clear,clear sky,01d,0,0.0,4.58,
169,21,Aix en Provence,43.5298424,5.4474738,1663758000,1663737842,1663781926,1663719420,1663776240,0.86,23.6,14.61,24.45,19.56,21.66,14.61,23.16,19.16,21.24,13.43,1017,44,10.39,4.4,214,4.18,801,Clouds,few clouds,02d,16,0.17,4.47,
170,21,Aix en Provence,43.5298424,5.4474738,1663844400,1663824309,1663868216,1663809720,1663864320,0.89,20.34,17.34,21.64,17.81,19.52,17.34,20.0,17.42,19.12,17.04,1019,60,11.96,4.07,225,4.11,500,Rain,light rain,10d,66,0.41,3.21,2.58
171,21,Aix en Provence,43.5298424,5.4474738,1663930800,1663910776,1663954505,1663900080,1663952220,0.92,22.31,16.05,22.31,18.75,19.86,16.05,21.85,18.17,19.29,15.67,1018,48,10.42,3.63,230,2.58,801,Clouds,few clouds,02d,20,0.0,4.12,
172,21,Aix en Provence,43.5298424,5.4474738,1664017200,1663997243,1664040794,1663990500,1664039940,0.95,16.35,15.76,17.72,16.27,16.8,16.03,16.21,16.09,16.62,15.67,1017,83,13.18,3.32,78,7.32,500,Rain,light rain,10d,100,1.0,0.84,3.31
173,21,Aix en Provence,43.5298424,5.4474738,1664103600,1664083710,1664127084,1664080920,1664127540,0.98,16.14,15.38,16.87,15.43,15.38,16.18,16.06,15.27,15.27,16.1,1010,86,13.3,5.02,95,11.09,501,Rain,moderate rain,10d,100,1.0,1.0,11.04
174,21,Aix en Provence,43.5298424,5.4474738,1664190000,1664170177,1664213374,1664171400,1664215140,0.0,21.47,14.91,21.47,17.54,19.21,14.91,21.27,17.41,19.04,14.62,1008,61,13.36,2.88,273,3.66,500,Rain,light rain,10d,79,0.88,1.0,1.07
175,21,Aix en Provence,43.5298424,5.4474738,1664276400,1664256645,1664299663,1664261940,1664302740,0.05,20.91,15.46,20.96,16.08,17.23,15.46,20.1,15.31,16.71,15.31,1008,40,6.63,6.75,289,12.94,500,Rain,light rain,10d,7,0.24,1.0,0.19
176,22,Avignon,43.9492493,4.8059012,1663671600,1663651524,1663695797,1663629480,1663688040,0.83,19.34,12.36,21.89,16.69,19.65,12.36,18.45,15.56,18.69,11.09,1017,43,6.46,10.72,353,16.49,800,Clear,clear sky,01d,0,0.0,4.57,
177,22,Avignon,43.9492493,4.8059012,1663758000,1663737992,1663782085,1663719480,1663776480,0.86,21.33,13.13,23.96,15.65,21.27,13.2,20.46,14.68,20.55,12.06,1018,36,5.49,9.2,352,15.53,801,Clouds,few clouds,02d,21,0.21,4.45,
178,22,Avignon,43.9492493,4.8059012,1663844400,1663824460,1663868372,1663809780,1663864560,0.89,21.89,11.86,23.78,16.43,21.0,11.86,21.34,16.3,20.7,10.88,1020,46,9.5,5.01,221,6.78,802,Clouds,scattered clouds,03d,49,0.21,2.18,
179,22,Avignon,43.9492493,4.8059012,1663930800,1663910928,1663954660,1663900140,1663952400,0.92,21.6,15.63,22.43,17.0,19.08,16.33,21.28,16.69,18.79,16.03,1018,56,12.3,2.71,223,4.31,500,Rain,light rain,10d,81,0.2,2.92,0.12
180,22,Avignon,43.9492493,4.8059012,1664017200,1663997396,1664040949,1663990620,1664040120,0.95,16.63,15.93,17.26,16.55,16.69,16.25,16.52,16.38,16.53,15.94,1017,83,13.55,1.58,105,2.04,500,Rain,light rain,10d,100,1.0,0.56,1.47
181,22,Avignon,43.9492493,4.8059012,1664103600,1664083865,1664127237,1664081040,1664127720,0.98,15.26,14.6,15.51,14.8,14.7,14.6,15.22,14.76,14.68,14.54,1011,91,13.55,2.96,13,5.73,502,Rain,heavy intensity rain,10d,100,1.0,1.0,27.24
182,22,Avignon,43.9492493,4.8059012,1664190000,1664170333,1664213525,1664171580,1664215260,0.0,19.17,14.75,20.14,15.9,17.39,14.92,19.05,15.84,17.35,14.74,1008,73,13.99,2.27,319,3.14,500,Rain,light rain,10d,82,0.94,1.0,1.89
183,22,Avignon,43.9492493,4.8059012,1664276400,1664256802,1664299814,1664262120,1664302860,0.05,21.66,12.81,21.66,13.97,16.75,12.81,20.95,13.22,16.28,12.26,1009,41,7.61,5.48,290,9.85,801,Clouds,few clouds,02d,18,0.11,1.0,
184,23,Uzes,44.0121279,4.4196718,1663671600,1663651616,1663695890,1663629540,1663688160,0.83,19.17,10.14,22.09,15.06,18.8,10.14,18.03,13.8,17.7,8.75,1018,34,2.95,9.2,22,16.42,800,Clear,clear sky,01d,0,0.0,4.79,
185,23,Uzes,44.0121279,4.4196718,1663758000,1663738084,1663782178,1663719600,1663776540,0.86,20.53,10.8,22.58,14.09,19.38,10.8,19.53,12.94,18.5,9.53,1018,34,4.37,7.45,15,13.2,802,Clouds,scattered clouds,03d,32,0.1,4.88,
186,23,Uzes,44.0121279,4.4196718,1663844400,1663824552,1663868465,1663809900,1663864680,0.89,21.33,10.78,22.64,15.25,19.87,10.78,20.62,15.13,19.58,9.51,1019,42,8.1,5.26,208,6.94,802,Clouds,scattered clouds,03d,43,0.1,4.79,
187,23,Uzes,44.0121279,4.4196718,1663930800,1663911020,1663954753,1663900260,1663952520,0.92,20.44,14.71,21.33,15.9,17.78,15.94,20.18,15.66,17.55,15.7,1018,63,13.31,3.95,205,4.38,500,Rain,light rain,10d,100,0.21,2.48,0.23
188,23,Uzes,44.0121279,4.4196718,1664017200,1663997489,1664041041,1663990680,1664040180,0.95,16.95,14.41,16.98,15.15,16.07,14.41,16.79,14.94,15.87,14.23,1017,80,13.48,2.05,89,3.09,500,Rain,light rain,10d,100,1.0,0.15,2.39
189,23,Uzes,44.0121279,4.4196718,1664103600,1664083958,1664127329,1664081160,1664127780,0.98,14.12,13.78,15.24,14.11,13.78,13.89,14.12,14.03,13.72,13.84,1011,97,13.52,4.64,29,9.32,502,Rain,heavy intensity rain,10d,100,1.0,1.0,33.31
190,23,Uzes,44.0121279,4.4196718,1664190000,1664170426,1664213617,1664171640,1664215320,0.0,18.13,14.16,20.02,14.37,16.27,14.27,18.04,14.08,16.15,14.15,1008,78,14.19,2.13,245,3.0,500,Rain,light rain,10d,99,1.0,1.0,2.92
191,23,Uzes,44.0121279,4.4196718,1664276400,1664256895,1664299906,1664262240,1664302980,0.05,20.48,11.4,20.48,11.93,14.15,11.4,19.73,11.08,13.63,10.71,1008,44,7.98,4.2,272,7.29,801,Clouds,few clouds,02d,12,0.08,1.0,
192,24,Nimes,43.8374249,4.3600687,1663671600,1663651633,1663695902,1663629600,1663688100,0.83,20.38,12.13,23.66,16.6,20.1,12.13,19.39,15.39,19.05,10.76,1018,35,4.43,8.5,15,16.42,800,Clear,clear sky,01d,0,0.0,4.64,
193,24,Nimes,43.8374249,4.3600687,1663758000,1663738100,1663782190,1663719660,1663776540,0.86,21.7,12.29,23.58,15.85,21.17,12.4,20.74,14.74,20.44,11.13,1018,31,3.99,6.89,13,12.6,801,Clouds,few clouds,02d,23,0.1,4.61,
194,24,Nimes,43.8374249,4.3600687,1663844400,1663824568,1663868478,1663809960,1663864620,0.89,20.38,13.22,22.64,16.54,20.42,13.59,19.65,16.44,20.16,12.39,1020,45,7.9,5.14,205,6.2,803,Clouds,broken clouds,04d,73,0.1,2.32,
195,24,Nimes,43.8374249,4.3600687,1663930800,1663911036,1663954767,1663900320,1663952520,0.92,21.73,15.78,21.73,16.99,18.71,16.42,21.47,16.7,18.46,16.15,1018,58,13.1,3.92,199,3.87,500,Rain,light rain,10d,94,0.2,2.38,0.13
196,24,Nimes,43.8374249,4.3600687,1664017200,1663997503,1664041055,1663990740,1664040180,0.95,17.35,15.29,17.35,16.31,16.31,15.29,17.23,16.11,16.16,15.17,1017,80,13.83,2.88,86,4.47,500,Rain,light rain,10d,100,1.0,0.14,2.9
197,24,Nimes,43.8374249,4.3600687,1664103600,1664083972,1664127344,1664081160,1664127780,0.98,15.61,14.56,15.86,14.75,14.56,15.15,15.65,14.71,14.53,15.2,1010,93,14.37,5.26,32,9.38,502,Rain,heavy intensity rain,10d,100,1.0,1.0,30.79
198,24,Nimes,43.8374249,4.3600687,1664190000,1664170440,1664213633,1664171640,1664215380,0.0,18.36,14.84,20.32,15.54,17.09,14.96,18.29,15.32,17.0,14.89,1008,78,14.4,2.1,27,3.88,500,Rain,light rain,10d,100,1.0,1.0,3.76
199,24,Nimes,43.8374249,4.3600687,1664276400,1664256908,1664299922,1664262240,1664302980,0.05,20.99,12.52,20.99,14.09,16.12,12.52,20.29,13.12,15.62,11.89,1009,44,8.31,6.04,275,9.62,800,Clear,clear sky,01d,9,0.05,1.0,
200,25,Aigues Mortes,43.5658225,4.1912837,1663671600,1663651677,1663695939,1663629720,1663688100,0.83,20.4,14.55,24.74,18.51,21.6,14.55,19.33,17.51,20.78,13.39,1018,32,3.17,7.29,4,13.97,800,Clear,clear sky,01d,0,0.0,4.64,
201,25,Aigues Mortes,43.5658225,4.1912837,1663758000,1663738143,1663782228,1663719720,1663776540,0.86,22.01,14.03,23.59,18.31,21.88,14.31,21.13,17.66,21.4,13.21,1018,33,4.92,6.59,9,11.64,800,Clear,clear sky,01d,9,0.07,4.61,
202,25,Aigues Mortes,43.5658225,4.1912837,1663844400,1663824610,1663868517,1663810020,1663864620,0.89,19.41,16.27,21.61,19.37,20.91,16.46,18.76,19.24,20.75,15.49,1020,52,9.33,4.95,193,5.72,804,Clouds,overcast clouds,04d,93,0.22,2.32,
